-,TRX_ID,date,pcs,kode_barang,nama_barang,year_month,tahun_bulan
9230,11566,2024-02-07,1.0,101,colt pasir,2024-02,2024-02
9231,11566,2024-02-07,10.0,204,semen acian blackbull,2024-02,2024-02
9232,11567,2024-02-07,0.5,101,colt pasir,2024-02,2024-02
9233,11567,2024-02-07,1.0,214,semen holsim,2024-02,2024-02
9237,11568,2024-02-07,41.0,304,bata ringan tbl,2024-02,2024-02
9236,11568,2024-02-07,1.0,402,besi 8,2024-02,2024-02
9234,11568,2024-02-07,0.5,104,colt pasir hitam,2024-02,2024-02
9238,11568,2024-02-07,1.0,208,semen br eco,2024-02,2024-02
9235,11568,2024-02-07,3.0,214,semen holsim,2024-02,2024-02
9239,11569,2024-02-07,166.0,304,bata ringan tbl,2024-02,2024-02
9240,11569,2024-02-07,2.0,208,semen br eco,2024-02,2024-02
9241,11570,2024-02-07,1.0,103,colt tensla,2024-02,2024-02
9243,11570,2024-02-07,3.0,208,semen br eco,2024-02,2024-02
9242,11570,2024-02-07,10.0,214,semen holsim,2024-02,2024-02
9246,11571,2024-02-07,50.0,301,bata merah,2024-02,2024-02
9244,11571,2024-02-07,0.5,101,colt pasir,2024-02,2024-02
9245,11571,2024-02-07,1.0,214,semen holsim,2024-02,2024-02
9247,11572,2024-02-07,166.0,304,bata ringan tbl,2024-02,2024-02
9248,11573,2024-02-07,0.5,101,colt pasir,2024-02,2024-02
9251,11573,2024-02-07,1.0,703,pintu pvc,2024-02,2024-02
9250,11573,2024-02-07,1.0,206,semen acian tr,2024-02,2024-02
9249,11573,2024-02-07,2.0,214,semen holsim,2024-02,2024-02
9252,11574,2024-02-07,0.5,101,colt pasir,2024-02,2024-02
9253,11574,2024-02-07,1.0,215,semen holsim masonry,2024-02,2024-02
9254,11575,2024-02-07,1.0,101,colt pasir,2024-02,2024-02
9255,11575,2024-02-07,2.0,201,semen gresik,2024-02,2024-02
9256,11576,2024-02-07,1.0,101,colt pasir,2024-02,2024-02
9259,11577,2024-02-07,300.0,301,bata merah,2024-02,2024-02
9257,11577,2024-02-07,1.0,101,colt pasir,2024-02,2024-02
9258,11577,2024-02-07,3.0,214,semen holsim,2024-02,2024-02
9260,11578,2024-02-07,1.0,103,colt tensla,2024-02,2024-02
9261,11579,2024-02-07,1.0,104,colt pasir hitam,2024-02,2024-02
9262,11580,2024-02-07,1.0,102,colt sertu,2024-02,2024-02
9263,11581,2024-02-07,1.0,104,colt pasir hitam,2024-02,2024-02
9264,11582,2024-02-07,1.0,104,colt pasir hitam,2024-02,2024-02
9265,11583,2024-02-07,1.0,104,colt pasir hitam,2024-02,2024-02
9268,11584,2024-02-07,50.0,303,bata putih,2024-02,2024-02
9266,11584,2024-02-07,1.0,101,colt pasir,2024-02,2024-02
9267,11584,2024-02-07,1.0,214,semen holsim,2024-02,2024-02
9269,11585,2024-02-07,1.0,104,colt pasir hitam,2024-02,2024-02
9270,11586,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9271,11586,2024-02-08,4.0,201,semen gresik,2024-02,2024-02
9272,11587,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9273,11587,2024-02-08,2.0,214,semen holsim,2024-02,2024-02
9274,11588,2024-02-08,350.0,301,bata merah,2024-02,2024-02
9275,11588,2024-02-08,4.0,201,semen gresik,2024-02,2024-02
9276,11589,2024-02-08,166.0,304,bata ringan tbl,2024-02,2024-02
9277,11590,2024-02-08,83.0,304,bata ringan tbl,2024-02,2024-02
9279,11590,2024-02-08,2.0,402,besi 8,2024-02,2024-02
9278,11590,2024-02-08,1.0,208,semen br eco,2024-02,2024-02
9283,11591,2024-02-08,30.0,301,bata merah,2024-02,2024-02
9286,11591,2024-02-08,100.0,301,bata merah,2024-02,2024-02
9280,11591,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9282,11591,2024-02-08,1.0,208,semen br eco,2024-02,2024-02
9281,11591,2024-02-08,7.0,214,semen holsim,2024-02,2024-02
9285,11591,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9284,11591,2024-02-08,0.5,801,tosa pasir,2024-02,2024-02
9289,11592,2024-02-08,20.0,303,bata putih,2024-02,2024-02
9287,11592,2024-02-08,0.5,101,colt pasir,2024-02,2024-02
9288,11592,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9292,11593,2024-02-08,20.0,303,bata putih,2024-02,2024-02
9293,11593,2024-02-08,83.0,304,bata ringan tbl,2024-02,2024-02
9290,11593,2024-02-08,0.5,101,colt pasir,2024-02,2024-02
9294,11593,2024-02-08,3.0,514,kalsiboard,2024-02,2024-02
9296,11593,2024-02-08,3.0,407,kanal c,2024-02,2024-02
9291,11593,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9295,11593,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9297,11594,2024-02-08,0.5,101,colt pasir,2024-02,2024-02
9298,11594,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9299,11595,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9300,11595,2024-02-08,3.0,214,semen holsim,2024-02,2024-02
9301,11596,2024-02-08,0.5,101,colt pasir,2024-02,2024-02
9302,11596,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9303,11597,2024-02-08,200.0,303,bata putih,2024-02,2024-02
9304,11598,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9305,11598,2024-02-08,4.0,201,semen gresik,2024-02,2024-02
9307,11599,2024-02-08,1.0,201,semen gresik,2024-02,2024-02
9306,11599,2024-02-08,1.0,801,tosa pasir,2024-02,2024-02
9308,11600,2024-02-08,83.0,304,bata ringan tbl,2024-02,2024-02
9309,11600,2024-02-08,1.0,401,besi 6,2024-02,2024-02
9310,11600,2024-02-08,4.0,402,besi 8,2024-02,2024-02
9311,11601,2024-02-08,124.0,304,bata ringan tbl,2024-02,2024-02
9312,11601,2024-02-08,1.0,207,semen br aplus,2024-02,2024-02
9313,11602,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9314,11602,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9315,11603,2024-02-08,1.0,102,colt sertu,2024-02,2024-02
9316,11603,2024-02-08,2.0,214,semen holsim,2024-02,2024-02
9317,11604,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9318,11604,2024-02-08,3.0,214,semen holsim,2024-02,2024-02
9321,11605,2024-02-08,300.0,301,bata merah,2024-02,2024-02
9319,11605,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9320,11605,2024-02-08,3.0,214,semen holsim,2024-02,2024-02
9322,11606,2024-02-08,166.0,304,bata ringan tbl,2024-02,2024-02
9326,11606,2024-02-08,9.0,403,besi 10,2024-02,2024-02
9325,11606,2024-02-08,15.0,402,besi 8,2024-02,2024-02
9323,11606,2024-02-08,1.0,208,semen br eco,2024-02,2024-02
9324,11606,2024-02-08,2.0,201,semen gresik,2024-02,2024-02
9327,11607,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9328,11608,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9329,11608,2024-02-08,1.0,214,semen holsim,2024-02,2024-02
9330,11609,2024-02-08,1.0,101,colt pasir,2024-02,2024-02
9331,11610,2024-02-08,0.5,102,colt sertu,2024-02,2024-02
9332,11611,2024-02-09,1.0,101,colt pasir,2024-02,2024-02
9333,11611,2024-02-09,2.0,214,semen holsim,2024-02,2024-02
9334,11612,2024-02-09,0.5,103,colt tensla,2024-02,2024-02
9335,11612,2024-02-09,2.0,201,semen gresik,2024-02,2024-02
9336,11613,2024-02-09,166.0,304,bata ringan tbl,2024-02,2024-02
9337,11613,2024-02-09,1.0,208,semen br eco,2024-02,2024-02
9340,11614,2024-02-09,100.0,301,bata merah,2024-02,2024-02
9338,11614,2024-02-09,1.0,101,colt pasir,2024-02,2024-02
9339,11614,2024-02-09,1.0,214,semen holsim,2024-02,2024-02
9341,11615,2024-02-09,0.5,101,colt pasir,2024-02,2024-02
9344,11615,2024-02-09,5.0,405,hollow 2x4,2024-02,2024-02
9343,11615,2024-02-09,3.0,514,kalsiboard,2024-02,2024-02
9342,11615,2024-02-09,2.0,214,semen holsim,2024-02,2024-02
9345,11616,2024-02-09,10.0,201,semen gresik,2024-02,2024-02
9346,11617,2024-02-09,10.0,514,kalsiboard,2024-02,2024-02
9347,11618,2024-02-09,0.5,101,colt pasir,2024-02,2024-02
9348,11618,2024-02-09,2.0,214,semen holsim,2024-02,2024-02
9349,11619,2024-02-09,166.0,304,bata ringan tbl,2024-02,2024-02
9351,11620,2024-02-09,1.0,215,semen holsim masonry,2024-02,2024-02
9350,11620,2024-02-09,3.0,602,sumur 70,2024-02,2024-02
9353,11621,2024-02-09,1.0,605,tutup sumur 70,2024-02,2024-02
9352,11621,2024-02-09,25.0,307,umpak gandeng,2024-02,2024-02
9354,11622,2024-02-09,1.0,101,colt pasir,2024-02,2024-02
9357,11622,2024-02-09,3.0,514,kalsiboard,2024-02,2024-02
9356,11622,2024-02-09,1.0,204,semen acian blackbull,2024-02,2024-02
9355,11622,2024-02-09,2.0,214,semen holsim,2024-02,2024-02
9358,11623,2024-02-09,1.0,101,colt pasir,2024-02,2024-02
9359,11623,2024-02-09,3.0,214,semen holsim,2024-02,2024-02
9360,11624,2024-02-09,1.0,101,colt pasir,2024-02,2024-02
9361,11624,2024-02-09,7.0,201,semen gresik,2024-02,2024-02
9362,11625,2024-02-10,83.0,304,bata ringan tbl,2024-02,2024-02
9363,11625,2024-02-10,2.0,208,semen br eco,2024-02,2024-02
9364,11626,2024-02-10,1.0,104,colt pasir hitam,2024-02,2024-02
9365,11626,2024-02-10,5.0,201,semen gresik,2024-02,2024-02
9366,11627,2024-02-10,0.5,101,colt pasir,2024-02,2024-02
9367,11627,2024-02-10,1.0,214,semen holsim,2024-02,2024-02
9368,11628,2024-02-10,50.0,201,semen gresik,2024-02,2024-02
9369,11629,2024-02-10,1.0,101,colt pasir,2024-02,2024-02
9371,11629,2024-02-10,5.0,201,semen gresik,2024-02,2024-02
9370,11629,2024-02-10,2.0,214,semen holsim,2024-02,2024-02
9372,11629,2024-02-10,5.0,214,semen holsim,2024-02,2024-02
9373,11630,2024-02-10,166.0,304,bata ringan tbl,2024-02,2024-02
9374,11630,2024-02-10,6.0,214,semen holsim,2024-02,2024-02
9375,11631,2024-02-10,1.0,105,colt gragal,2024-02,2024-02
9376,11632,2024-02-10,200.0,303,bata putih,2024-02,2024-02
9377,11633,2024-02-10,83.0,304,bata ringan tbl,2024-02,2024-02
9378,11633,2024-02-10,5.0,201,semen gresik,2024-02,2024-02
9379,11634,2024-02-10,50.0,306,umpak,2024-02,2024-02
9380,11635,2024-02-10,50.0,306,umpak,2024-02,2024-02
9381,11636,2024-02-10,0.5,103,colt tensla,2024-02,2024-02
9382,11636,2024-02-10,3.0,214,semen holsim,2024-02,2024-02
9383,11637,2024-02-10,1.0,101,colt pasir,2024-02,2024-02
9384,11637,2024-02-10,1.0,201,semen gresik,2024-02,2024-02
9385,11638,2024-02-10,50.0,306,umpak,2024-02,2024-02
9386,11639,2024-02-10,1.0,101,colt pasir,2024-02,2024-02
9387,11639,2024-02-10,2.0,214,semen holsim,2024-02,2024-02
9388,11640,2024-02-10,1.0,101,colt pasir,2024-02,2024-02
9389,11641,2024-02-10,1.0,101,colt pasir,2024-02,2024-02
9390,11641,2024-02-10,2.0,201,semen gresik,2024-02,2024-02
9391,11642,2024-02-11,500.0,301,bata merah,2024-02,2024-02
9394,11642,2024-02-11,2.0,403,besi 10,2024-02,2024-02
9392,11642,2024-02-11,1.0,401,besi 6,2024-02,2024-02
9393,11642,2024-02-11,6.0,402,besi 8,2024-02,2024-02
9395,11643,2024-02-11,0.5,101,colt pasir,2024-02,2024-02
9396,11643,2024-02-11,1.0,201,semen gresik,2024-02,2024-02
9397,11644,2024-02-11,0.5,101,colt pasir,2024-02,2024-02
9398,11644,2024-02-11,1.0,214,semen holsim,2024-02,2024-02
9399,11645,2024-02-11,50.0,306,umpak,2024-02,2024-02
9401,11646,2024-02-11,2.0,507,asbes 300 b,2024-02,2024-02
9400,11646,2024-02-11,0.5,101,colt pasir,2024-02,2024-02
9402,11646,2024-02-11,1.0,514,kalsiboard,2024-02,2024-02
9403,11646,2024-02-11,3.0,407,kanal c,2024-02,2024-02
9404,11646,2024-02-11,2.0,423,reng aluminium,2024-02,2024-02
9405,11647,2024-02-11,1.0,101,colt pasir,2024-02,2024-02
9407,11647,2024-02-11,3.0,514,kalsiboard,2024-02,2024-02
9406,11647,2024-02-11,3.0,214,semen holsim,2024-02,2024-02
9408,11648,2024-02-11,0.5,101,colt pasir,2024-02,2024-02
9409,11648,2024-02-11,5.0,514,kalsiboard,2024-02,2024-02
9410,11649,2024-02-11,1.0,101,colt pasir,2024-02,2024-02
9411,11649,2024-02-11,3.0,201,semen gresik,2024-02,2024-02
9412,11650,2024-02-11,1.5,101,colt pasir,2024-02,2024-02
9413,11650,2024-02-11,1.0,103,colt tensla,2024-02,2024-02
9414,11650,2024-02-11,4.0,201,semen gresik,2024-02,2024-02
9415,11650,2024-02-11,1.0,520,triplek 9mm,2024-02,2024-02
9416,11651,2024-02-11,0.5,101,colt pasir,2024-02,2024-02
9417,11651,2024-02-11,1.0,215,semen holsim masonry,2024-02,2024-02
9418,11652,2024-02-11,1.0,103,colt tensla,2024-02,2024-02
9419,11653,2024-02-11,45.0,306,umpak,2024-02,2024-02
9420,11654,2024-02-11,45.0,306,umpak,2024-02,2024-02
9421,11655,2024-02-11,41.0,304,bata ringan tbl,2024-02,2024-02
9423,11656,2024-02-11,3.0,408,kayu 2x3,2024-02,2024-02
9422,11656,2024-02-11,2.0,518,triplek 6mm,2024-02,2024-02
9426,11657,2024-02-12,10.0,201,semen gresik,2024-02,2024-02
9425,11657,2024-02-12,2.0,214,semen holsim,2024-02,2024-02
9424,11657,2024-02-12,50.0,306,umpak,2024-02,2024-02
9428,11658,2024-02-12,0.5,101,colt pasir,2024-02,2024-02
9427,11658,2024-02-12,0.5,104,colt pasir hitam,2024-02,2024-02
9429,11658,2024-02-12,2.0,214,semen holsim,2024-02,2024-02
9430,11659,2024-02-12,0.5,101,colt pasir,2024-02,2024-02
9431,11659,2024-02-12,3.0,201,semen gresik,2024-02,2024-02
9432,11659,2024-02-12,11.0,201,semen gresik,2024-02,2024-02
9433,11660,2024-02-12,0.5,101,colt pasir,2024-02,2024-02
9435,11660,2024-02-12,0.5,104,colt pasir hitam,2024-02,2024-02
9436,11660,2024-02-12,4.0,201,semen gresik,2024-02,2024-02
9434,11660,2024-02-12,1.0,214,semen holsim,2024-02,2024-02
9437,11661,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9438,11661,2024-02-12,2.0,214,semen holsim,2024-02,2024-02
9439,11662,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9440,11662,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9441,11662,2024-02-12,1.0,214,semen holsim,2024-02,2024-02
9442,11663,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9443,11664,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9444,11664,2024-02-12,2.0,204,semen acian blackbull,2024-02,2024-02
9445,11665,2024-02-12,0.5,104,colt pasir hitam,2024-02,2024-02
9446,11665,2024-02-12,0.5,103,colt tensla,2024-02,2024-02
9447,11665,2024-02-12,2.0,214,semen holsim,2024-02,2024-02
9448,11665,2024-02-12,60.0,521,wuwung karangpilang,2024-02,2024-02
9449,11666,2024-02-12,0.5,101,colt pasir,2024-02,2024-02
9451,11666,2024-02-12,12.0,514,kalsiboard,2024-02,2024-02
9452,11666,2024-02-12,2.0,422,pvc 4 D,2024-02,2024-02
9450,11666,2024-02-12,1.0,214,semen holsim,2024-02,2024-02
9453,11667,2024-02-12,45.0,302,bata merah press mrh,2024-02,2024-02
9456,11667,2024-02-12,2.0,514,kalsiboard,2024-02,2024-02
9455,11667,2024-02-12,4.0,409,kayu 3x5,2024-02,2024-02
9454,11667,2024-02-12,1.0,206,semen acian tr,2024-02,2024-02
9459,11668,2024-02-12,20.0,301,bata merah,2024-02,2024-02
9457,11668,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9458,11668,2024-02-12,1.0,214,semen holsim,2024-02,2024-02
9460,11669,2024-02-12,1.0,101,colt pasir,2024-02,2024-02
9461,11669,2024-02-12,1.0,206,semen acian tr,2024-02,2024-02
9462,11670,2024-02-12,1.0,102,colt sertu,2024-02,2024-02
9463,11671,2024-02-12,46.0,201,semen gresik,2024-02,2024-02
9464,11672,2024-02-12,18.0,507,asbes 300 b,2024-02,2024-02
9465,11672,2024-02-12,14.0,507,asbes 300 b,2024-02,2024-02
9466,11673,2024-02-12,83.0,304,bata ringan tbl,2024-02,2024-02
9469,11673,2024-02-12,10.0,401,besi 6,2024-02,2024-02
9467,11673,2024-02-12,1.0,208,semen br eco,2024-02,2024-02
9468,11673,2024-02-12,2.0,201,semen gresik,2024-02,2024-02
9470,11674,2024-02-13,15.0,214,semen holsim,2024-02,2024-02
9472,11675,2024-02-13,100.0,303,bata putih,2024-02,2024-02
9471,11675,2024-02-13,1.0,101,colt pasir,2024-02,2024-02
9473,11676,2024-02-13,1.0,101,colt pasir,2024-02,2024-02
9474,11677,2024-02-13,50.0,306,umpak,2024-02,2024-02
9475,11678,2024-02-13,0.5,101,colt pasir,2024-02,2024-02
9476,11678,2024-02-13,5.0,214,semen holsim,2024-02,2024-02
9477,11679,2024-02-13,1.0,101,colt pasir,2024-02,2024-02
9478,11680,2024-02-13,1.0,103,colt tensla,2024-02,2024-02
9479,11681,2024-02-13,1.0,102,colt sertu,2024-02,2024-02
9481,11682,2024-02-13,7.0,206,semen acian tr,2024-02,2024-02
9480,11682,2024-02-13,15.0,208,semen br eco,2024-02,2024-02
9482,11683,2024-02-13,1.0,101,colt pasir,2024-02,2024-02
9483,11683,2024-02-13,1.0,214,semen holsim,2024-02,2024-02
9484,11684,2024-02-13,35.0,514,kalsiboard,2024-02,2024-02
9485,11684,2024-02-13,6.0,214,semen holsim,2024-02,2024-02
9486,11685,2024-02-13,50.0,306,umpak,2024-02,2024-02
9487,11686,2024-02-13,35.0,307,umpak gandeng,2024-02,2024-02
9489,11687,2024-02-13,50.0,303,bata putih,2024-02,2024-02
9488,11687,2024-02-13,124.0,304,bata ringan tbl,2024-02,2024-02
9490,11688,2024-02-13,17.0,506,asbes 250 b,2024-02,2024-02
9491,11689,2024-02-14,1.0,101,colt pasir,2024-02,2024-02
9493,11689,2024-02-14,1.0,204,semen acian blackbull,2024-02,2024-02
9492,11689,2024-02-14,4.0,201,semen gresik,2024-02,2024-02
9495,11690,2024-02-15,1.0,206,semen acian tr,2024-02,2024-02
9494,11690,2024-02-15,25.0,201,semen gresik,2024-02,2024-02
9496,11691,2024-02-15,0.5,101,colt pasir,2024-02,2024-02
9497,11691,2024-02-15,5.0,201,semen gresik,2024-02,2024-02
9500,11692,2024-02-15,100.0,301,bata merah,2024-02,2024-02
9498,11692,2024-02-15,1.0,101,colt pasir,2024-02,2024-02
9499,11692,2024-02-15,2.0,201,semen gresik,2024-02,2024-02
9501,11693,2024-02-15,1.0,103,colt tensla,2024-02,2024-02
9502,11693,2024-02-15,1.0,416,pvc 2 1/2 C,2024-02,2024-02
9504,11694,2024-02-15,16.0,401,besi 6,2024-02,2024-02
9503,11694,2024-02-15,15.0,402,besi 8,2024-02,2024-02
9506,11695,2024-02-15,3.0,214,semen holsim,2024-02,2024-02
9505,11695,2024-02-15,50.0,306,umpak,2024-02,2024-02
9508,11696,2024-02-15,0.5,101,colt pasir,2024-02,2024-02
9507,11696,2024-02-15,0.5,104,colt pasir hitam,2024-02,2024-02
9509,11696,2024-02-15,4.0,214,semen holsim,2024-02,2024-02
9510,11697,2024-02-15,0.5,101,colt pasir,2024-02,2024-02
9511,11698,2024-02-15,250.0,303,bata putih,2024-02,2024-02
9512,11699,2024-02-15,1.0,102,colt sertu,2024-02,2024-02
9513,11700,2024-02-15,1.0,103,colt tensla,2024-02,2024-02
9515,11700,2024-02-15,2.0,208,semen br eco,2024-02,2024-02
9514,11700,2024-02-15,10.0,214,semen holsim,2024-02,2024-02
9518,11701,2024-02-15,200.0,302,bata merah press mrh,2024-02,2024-02
9516,11701,2024-02-15,1.0,101,colt pasir,2024-02,2024-02
9517,11701,2024-02-15,3.0,201,semen gresik,2024-02,2024-02
9519,11702,2024-02-15,0.5,101,colt pasir,2024-02,2024-02
9520,11702,2024-02-15,2.0,214,semen holsim,2024-02,2024-02
9521,11703,2024-02-15,1.0,101,colt pasir,2024-02,2024-02
9522,11704,2024-02-15,166.0,304,bata ringan tbl,2024-02,2024-02
9523,11705,2024-02-16,28.0,507,asbes 300 b,2024-02,2024-02
9524,11706,2024-02-16,1.0,101,colt pasir,2024-02,2024-02
9525,11707,2024-02-16,50.0,306,umpak,2024-02,2024-02
9526,11708,2024-02-16,1.0,101,colt pasir,2024-02,2024-02
9527,11708,2024-02-16,2.0,201,semen gresik,2024-02,2024-02
9528,11709,2024-02-16,83.0,304,bata ringan tbl,2024-02,2024-02
9529,11709,2024-02-16,10.0,214,semen holsim,2024-02,2024-02
9532,11710,2024-02-16,1.0,508,asbes 300 k,2024-02,2024-02
9530,11710,2024-02-16,0.5,101,colt pasir,2024-02,2024-02
9531,11710,2024-02-16,2.0,214,semen holsim,2024-02,2024-02
9536,11711,2024-02-16,83.0,304,bata ringan tbl,2024-02,2024-02
9533,11711,2024-02-16,0.75,101,colt pasir,2024-02,2024-02
9534,11711,2024-02-16,0.25,103,colt tensla,2024-02,2024-02
9535,11711,2024-02-16,2.0,201,semen gresik,2024-02,2024-02
9537,11712,2024-02-16,1.0,101,colt pasir,2024-02,2024-02
9539,11712,2024-02-16,1.0,206,semen acian tr,2024-02,2024-02
9538,11712,2024-02-16,3.0,201,semen gresik,2024-02,2024-02
9542,11713,2024-02-16,25.0,301,bata merah,2024-02,2024-02
9540,11713,2024-02-16,0.5,104,colt pasir hitam,2024-02,2024-02
9541,11713,2024-02-16,2.0,214,semen holsim,2024-02,2024-02
9543,11714,2024-02-16,0.75,101,colt pasir,2024-02,2024-02
9544,11714,2024-02-16,2.0,215,semen holsim masonry,2024-02,2024-02
9545,11715,2024-02-16,50.0,306,umpak,2024-02,2024-02
9548,11716,2024-02-16,5.0,507,asbes 300 b,2024-02,2024-02
9549,11716,2024-02-16,50.0,304,bata ringan tbl,2024-02,2024-02
9546,11716,2024-02-16,0.25,101,colt pasir,2024-02,2024-02
9547,11716,2024-02-16,1.0,201,semen gresik,2024-02,2024-02
9550,11716,2024-02-16,1.0,214,semen holsim,2024-02,2024-02
9551,11717,2024-02-16,1.0,102,colt sertu,2024-02,2024-02
9554,11718,2024-02-16,10.0,514,kalsiboard,2024-02,2024-02
9553,11718,2024-02-16,8.0,214,semen holsim,2024-02,2024-02
9552,11718,2024-02-16,15.0,307,umpak gandeng,2024-02,2024-02
9555,11719,2024-02-16,1.0,102,colt sertu,2024-02,2024-02
9556,11720,2024-02-16,0.5,102,colt sertu,2024-02,2024-02
9560,11721,2024-02-16,20.0,304,bata ringan tbl,2024-02,2024-02
9561,11721,2024-02-16,8.0,402,besi 8,2024-02,2024-02
9557,11721,2024-02-16,0.5,101,colt pasir,2024-02,2024-02
9558,11721,2024-02-16,5.0,104,colt pasir hitam,2024-02,2024-02
9559,11721,2024-02-16,1.0,206,semen acian tr,2024-02,2024-02
9562,11722,2024-02-16,1.0,101,colt pasir,2024-02,2024-02
9563,11722,2024-02-16,2.0,214,semen holsim,2024-02,2024-02
9564,11723,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9565,11723,2024-02-17,1.0,214,semen holsim,2024-02,2024-02
9566,11724,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9567,11724,2024-02-17,3.0,214,semen holsim,2024-02,2024-02
9570,11725,2024-02-17,100.0,301,bata merah,2024-02,2024-02
9571,11725,2024-02-17,55.0,305,bata ringan tps,2024-02,2024-02
9568,11725,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9569,11725,2024-02-17,2.0,215,semen holsim masonry,2024-02,2024-02
9572,11726,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9573,11726,2024-02-17,5.0,201,semen gresik,2024-02,2024-02
9574,11727,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9575,11727,2024-02-17,1.0,214,semen holsim,2024-02,2024-02
9577,11728,2024-02-17,6.0,304,bata ringan tbl,2024-02,2024-02
9576,11728,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9578,11729,2024-02-17,50.0,306,umpak,2024-02,2024-02
9579,11730,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9580,11730,2024-02-17,1.0,214,semen holsim,2024-02,2024-02
9583,11731,2024-02-17,100.0,301,bata merah,2024-02,2024-02
9581,11731,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9582,11731,2024-02-17,2.0,201,semen gresik,2024-02,2024-02
9584,11732,2024-02-17,50.0,306,umpak,2024-02,2024-02
9585,11733,2024-02-17,0.5,103,colt tensla,2024-02,2024-02
9586,11733,2024-02-17,2.0,201,semen gresik,2024-02,2024-02
9587,11734,2024-02-17,0.5,104,colt pasir hitam,2024-02,2024-02
9588,11734,2024-02-17,2.0,214,semen holsim,2024-02,2024-02
9589,11735,2024-02-17,0.5,101,colt pasir,2024-02,2024-02
9590,11736,2024-02-17,1.0,801,tosa pasir,2024-02,2024-02
9592,11737,2024-02-17,3.0,214,semen holsim,2024-02,2024-02
9591,11737,2024-02-17,1.0,801,tosa pasir,2024-02,2024-02
9593,11738,2024-02-17,166.0,304,bata ringan tbl,2024-02,2024-02
9594,11739,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9595,11739,2024-02-17,2.0,201,semen gresik,2024-02,2024-02
9596,11740,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9597,11741,2024-02-17,0.5,101,colt pasir,2024-02,2024-02
9599,11742,2024-02-17,1.0,214,semen holsim,2024-02,2024-02
9598,11742,2024-02-17,1.0,801,tosa pasir,2024-02,2024-02
9600,11743,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9601,11744,2024-02-17,1.0,103,colt tensla,2024-02,2024-02
9602,11745,2024-02-17,1.0,101,colt pasir,2024-02,2024-02
9604,11745,2024-02-17,10.0,201,semen gresik,2024-02,2024-02
9603,11745,2024-02-17,1.0,214,semen holsim,2024-02,2024-02
9605,11746,2024-02-17,1.0,103,colt tensla,2024-02,2024-02
9606,11746,2024-02-17,11.0,214,semen holsim,2024-02,2024-02
9607,11747,2024-02-18,1.0,104,colt pasir hitam,2024-02,2024-02
9608,11747,2024-02-18,1.0,201,semen gresik,2024-02,2024-02
9609,11748,2024-02-18,1.0,103,colt tensla,2024-02,2024-02
9610,11748,2024-02-18,15.0,201,semen gresik,2024-02,2024-02
9611,11749,2024-02-18,1.0,103,colt tensla,2024-02,2024-02
9612,11749,2024-02-18,6.0,214,semen holsim,2024-02,2024-02
9615,11750,2024-02-18,9.0,504,asbes 210 k,2024-02,2024-02
9614,11750,2024-02-18,1.0,505,asbes 240 k,2024-02,2024-02
9616,11750,2024-02-18,15.0,305,bata ringan tps,2024-02,2024-02
9613,11750,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9617,11751,2024-02-18,30.0,201,semen gresik,2024-02,2024-02
9618,11752,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9621,11753,2024-02-18,100.0,303,bata putih,2024-02,2024-02
9619,11753,2024-02-18,1.0,101,colt pasir,2024-02,2024-02
9622,11753,2024-02-18,1.0,420,pvc 3 D,2024-02,2024-02
9620,11753,2024-02-18,3.0,201,semen gresik,2024-02,2024-02
9623,11754,2024-02-18,1.0,103,colt tensla,2024-02,2024-02
