-,TRX_ID,date,pcs,kode_barang,nama_barang,year_month,tahun_bulan
4610,9328,2023-10-26,50.0,214,semen holsim,2023-10,2023-10
4612,9329,2023-10-26,5.0,401,besi 6,2023-10,2023-10
4613,9329,2023-10-26,20.0,402,besi 8,2023-10,2023-10
4611,9329,2023-10-26,1.0,103,colt tensla,2023-10,2023-10
4614,9330,2023-10-26,40.0,307,umpak gandeng,2023-10,2023-10
4615,9331,2023-10-26,124.0,304,bata ringan tbl,2023-10,2023-10
4616,9331,2023-10-26,1.0,208,semen br eco,2023-10,2023-10
4617,9332,2023-10-26,8.0,514,kalsiboard,2023-10,2023-10
4619,9332,2023-10-26,2.0,204,semen acian blackbull,2023-10,2023-10
4618,9332,2023-10-26,8.0,218,semen padang,2023-10,2023-10
4621,9333,2023-10-26,300.0,301,bata merah,2023-10,2023-10
4620,9333,2023-10-26,200.0,303,bata putih,2023-10,2023-10
4622,9334,2023-10-26,1.0,104,colt pasir hitam,2023-10,2023-10
4623,9334,2023-10-26,4.0,218,semen padang,2023-10,2023-10
4624,9335,2023-10-26,1.0,101,colt pasir,2023-10,2023-10
4625,9335,2023-10-26,3.0,214,semen holsim,2023-10,2023-10
4626,9336,2023-10-26,17.0,305,bata ringan tps,2023-10,2023-10
4627,9336,2023-10-26,205.0,305,bata ringan tps,2023-10,2023-10
4628,9336,2023-10-26,3.0,201,semen gresik,2023-10,2023-10
4630,9337,2023-10-26,5.0,208,semen br eco,2023-10,2023-10
4631,9337,2023-10-26,10.0,210,semen br mu,2023-10,2023-10
4629,9337,2023-10-26,10.0,214,semen holsim,2023-10,2023-10
4632,9338,2023-10-26,166.0,304,bata ringan tbl,2023-10,2023-10
4633,9338,2023-10-26,2.0,208,semen br eco,2023-10,2023-10
4634,9339,2023-10-26,1.0,101,colt pasir,2023-10,2023-10
4635,9339,2023-10-26,5.0,218,semen padang,2023-10,2023-10
4636,9340,2023-10-26,350.0,303,bata putih,2023-10,2023-10
4639,9341,2023-10-26,30.0,301,bata merah,2023-10,2023-10
4640,9341,2023-10-26,1.0,304,bata ringan tbl,2023-10,2023-10
4637,9341,2023-10-26,0.5,101,colt pasir,2023-10,2023-10
4638,9341,2023-10-26,1.0,214,semen holsim,2023-10,2023-10
4641,9342,2023-10-26,1.0,103,colt tensla,2023-10,2023-10
4642,9343,2023-10-27,1.0,102,colt sertu,2023-10,2023-10
4643,9344,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4644,9344,2023-10-27,10.0,214,semen holsim,2023-10,2023-10
4645,9345,2023-10-27,166.0,304,bata ringan tbl,2023-10,2023-10
4646,9346,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4647,9347,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4648,9347,2023-10-27,2.0,215,semen holsim masonry,2023-10,2023-10
4650,9348,2023-10-27,41.0,304,bata ringan tbl,2023-10,2023-10
4649,9348,2023-10-27,0.5,103,colt tensla,2023-10,2023-10
4651,9349,2023-10-27,25.0,201,semen gresik,2023-10,2023-10
4652,9350,2023-10-27,166.0,304,bata ringan tbl,2023-10,2023-10
4653,9350,2023-10-27,2.0,208,semen br eco,2023-10,2023-10
4654,9351,2023-10-27,30.0,307,umpak gandeng,2023-10,2023-10
4655,9352,2023-10-27,0.5,101,colt pasir,2023-10,2023-10
4657,9352,2023-10-27,6.0,204,semen acian blackbull,2023-10,2023-10
4656,9352,2023-10-27,1.0,208,semen br eco,2023-10,2023-10
4659,9353,2023-10-27,83.0,304,bata ringan tbl,2023-10,2023-10
4658,9353,2023-10-27,0.5,101,colt pasir,2023-10,2023-10
4660,9353,2023-10-27,2.0,208,semen br eco,2023-10,2023-10
4661,9354,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4662,9354,2023-10-27,6.0,201,semen gresik,2023-10,2023-10
4664,9355,2023-10-27,100.0,301,bata merah,2023-10,2023-10
4665,9355,2023-10-27,5.0,201,semen gresik,2023-10,2023-10
4663,9355,2023-10-27,20.0,307,umpak gandeng,2023-10,2023-10
4666,9356,2023-10-27,166.0,304,bata ringan tbl,2023-10,2023-10
4668,9357,2023-10-27,100.0,303,bata putih,2023-10,2023-10
4667,9357,2023-10-27,1.0,104,colt pasir hitam,2023-10,2023-10
4670,9358,2023-10-27,1.0,204,semen acian blackbull,2023-10,2023-10
4669,9358,2023-10-27,10.0,214,semen holsim,2023-10,2023-10
4671,9359,2023-10-27,3.0,603,sumur 80,2023-10,2023-10
4672,9359,2023-10-27,1.0,606,tutup sumur 80,2023-10,2023-10
4673,9360,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4674,9361,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4675,9362,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4677,9363,2023-10-27,20.0,303,bata putih,2023-10,2023-10
4676,9363,2023-10-27,20.0,306,umpak,2023-10,2023-10
4678,9364,2023-10-27,35.0,307,umpak gandeng,2023-10,2023-10
4679,9365,2023-10-27,1.0,104,colt pasir hitam,2023-10,2023-10
4680,9365,2023-10-27,3.0,214,semen holsim,2023-10,2023-10
4681,9366,2023-10-27,166.0,304,bata ringan tbl,2023-10,2023-10
4684,9366,2023-10-27,5.0,420,pvc 3 D,2023-10,2023-10
4682,9366,2023-10-27,1.0,208,semen br eco,2023-10,2023-10
4683,9366,2023-10-27,1.0,218,semen padang,2023-10,2023-10
4685,9367,2023-10-27,20.0,201,semen gresik,2023-10,2023-10
4686,9368,2023-10-27,1.0,103,colt tensla,2023-10,2023-10
4688,9369,2023-10-27,250.0,303,bata putih,2023-10,2023-10
4687,9369,2023-10-27,83.0,304,bata ringan tbl,2023-10,2023-10
4689,9370,2023-10-27,0.5,101,colt pasir,2023-10,2023-10
4690,9370,2023-10-27,2.0,215,semen holsim masonry,2023-10,2023-10
4691,9371,2023-10-27,1.0,101,colt pasir,2023-10,2023-10
4692,9371,2023-10-27,2.0,214,semen holsim,2023-10,2023-10
4694,9372,2023-10-27,0.5,101,colt pasir,2023-10,2023-10
4693,9372,2023-10-27,0.5,103,colt tensla,2023-10,2023-10
4695,9373,2023-10-28,166.0,304,bata ringan tbl,2023-10,2023-10
4696,9374,2023-10-28,30.0,507,asbes 300 b,2023-10,2023-10
4698,9374,2023-10-28,5.0,403,besi 10,2023-10,2023-10
4697,9374,2023-10-28,10.0,402,besi 8,2023-10,2023-10
4701,9375,2023-10-28,100.0,303,bata putih,2023-10,2023-10
4699,9375,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4700,9375,2023-10-28,1.0,201,semen gresik,2023-10,2023-10
4702,9376,2023-10-28,1.0,103,colt tensla,2023-10,2023-10
4703,9376,2023-10-28,10.0,201,semen gresik,2023-10,2023-10
4704,9377,2023-10-28,50.0,306,umpak,2023-10,2023-10
4705,9378,2023-10-28,33.0,507,asbes 300 b,2023-10,2023-10
4706,9379,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4707,9379,2023-10-28,3.0,215,semen holsim masonry,2023-10,2023-10
4708,9380,2023-10-28,1.0,104,colt pasir hitam,2023-10,2023-10
4709,9380,2023-10-28,3.0,218,semen padang,2023-10,2023-10
4711,9381,2023-10-28,10.0,402,besi 8,2023-10,2023-10
4710,9381,2023-10-28,35.0,307,umpak gandeng,2023-10,2023-10
4712,9382,2023-10-28,1.0,102,colt sertu,2023-10,2023-10
4714,9383,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4715,9383,2023-10-28,4.0,201,semen gresik,2023-10,2023-10
4713,9383,2023-10-28,35.0,307,umpak gandeng,2023-10,2023-10
4716,9384,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4717,9385,2023-10-28,1.0,603,sumur 80,2023-10,2023-10
4718,9385,2023-10-28,30.0,307,umpak gandeng,2023-10,2023-10
4719,9386,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4720,9386,2023-10-28,5.0,201,semen gresik,2023-10,2023-10
4721,9387,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4722,9387,2023-10-28,10.0,201,semen gresik,2023-10,2023-10
4723,9388,2023-10-28,1.0,103,colt tensla,2023-10,2023-10
4724,9389,2023-10-28,20.0,306,umpak,2023-10,2023-10
4725,9390,2023-10-28,1.0,103,colt tensla,2023-10,2023-10
4726,9390,2023-10-28,15.0,201,semen gresik,2023-10,2023-10
4727,9391,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4728,9391,2023-10-28,5.0,218,semen padang,2023-10,2023-10
4729,9392,2023-10-28,83.0,304,bata ringan tbl,2023-10,2023-10
4732,9392,2023-10-28,5.0,402,besi 8,2023-10,2023-10
4731,9392,2023-10-28,2.0,420,pvc 3 D,2023-10,2023-10
4730,9392,2023-10-28,2.0,218,semen padang,2023-10,2023-10
4733,9393,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4734,9394,2023-10-28,166.0,304,bata ringan tbl,2023-10,2023-10
4735,9394,2023-10-28,2.0,208,semen br eco,2023-10,2023-10
4738,9395,2023-10-28,100.0,301,bata merah,2023-10,2023-10
4736,9395,2023-10-28,1.0,101,colt pasir,2023-10,2023-10
4737,9395,2023-10-28,4.0,201,semen gresik,2023-10,2023-10
4739,9396,2023-10-28,1.0,102,colt sertu,2023-10,2023-10
4742,9397,2023-10-28,5.0,420,pvc 3 D,2023-10,2023-10
4741,9397,2023-10-28,5.0,208,semen br eco,2023-10,2023-10
4740,9397,2023-10-28,3.0,602,sumur 70,2023-10,2023-10
4743,9398,2023-10-28,20.0,214,semen holsim,2023-10,2023-10
4744,9399,2023-10-28,13.0,201,semen gresik,2023-10,2023-10
4745,9399,2023-10-28,12.0,201,semen gresik,2023-10,2023-10
4746,9400,2023-10-28,50.0,306,umpak,2023-10,2023-10
4747,9401,2023-10-28,10.0,215,semen holsim masonry,2023-10,2023-10
4748,9402,2023-10-29,1.0,105,colt gragal,2023-10,2023-10
4749,9403,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4750,9403,2023-10-29,3.0,201,semen gresik,2023-10,2023-10
4751,9404,2023-10-29,0.5,104,colt pasir hitam,2023-10,2023-10
4752,9404,2023-10-29,1.0,214,semen holsim,2023-10,2023-10
4753,9405,2023-10-29,4.0,603,sumur 80,2023-10,2023-10
4754,9405,2023-10-29,1.0,606,tutup sumur 80,2023-10,2023-10
4755,9406,2023-10-29,83.0,304,bata ringan tbl,2023-10,2023-10
4756,9406,2023-10-29,8.0,208,semen br eco,2023-10,2023-10
4757,9406,2023-10-29,10.0,214,semen holsim,2023-10,2023-10
4759,9407,2023-10-29,15.0,402,besi 8,2023-10,2023-10
4758,9407,2023-10-29,1.0,104,colt pasir hitam,2023-10,2023-10
4763,9408,2023-10-29,5.0,420,pvc 3 D,2023-10,2023-10
4762,9408,2023-10-29,3.0,422,pvc 4 D,2023-10,2023-10
4761,9408,2023-10-29,5.0,201,semen gresik,2023-10,2023-10
4760,9408,2023-10-29,3.0,601,sumur 60,2023-10,2023-10
4764,9409,2023-10-29,40.0,201,semen gresik,2023-10,2023-10
4767,9410,2023-10-29,100.0,303,bata putih,2023-10,2023-10
4765,9410,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4766,9410,2023-10-29,2.0,214,semen holsim,2023-10,2023-10
4768,9411,2023-10-29,0.5,101,colt pasir,2023-10,2023-10
4769,9411,2023-10-29,1.0,218,semen padang,2023-10,2023-10
4770,9412,2023-10-29,0.5,101,colt pasir,2023-10,2023-10
4772,9412,2023-10-29,1.0,207,semen br aplus,2023-10,2023-10
4771,9412,2023-10-29,2.0,215,semen holsim masonry,2023-10,2023-10
4773,9413,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4776,9414,2023-10-29,1.0,507,asbes 300 b,2023-10,2023-10
4774,9414,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4775,9414,2023-10-29,5.0,218,semen padang,2023-10,2023-10
4777,9415,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4778,9416,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4779,9416,2023-10-29,2.0,214,semen holsim,2023-10,2023-10
4782,9417,2023-10-29,6.0,401,besi 6,2023-10,2023-10
4780,9417,2023-10-29,1.0,101,colt pasir,2023-10,2023-10
4781,9417,2023-10-29,6.0,201,semen gresik,2023-10,2023-10
4783,9417,2023-10-29,2.0,517,triplek 4mm,2023-10,2023-10
4784,9417,2023-10-29,4.0,518,triplek 6mm,2023-10,2023-10
4785,9418,2023-10-29,83.0,304,bata ringan tbl,2023-10,2023-10
4786,9418,2023-10-29,3.0,207,semen br aplus,2023-10,2023-10
4787,9419,2023-10-29,166.0,304,bata ringan tbl,2023-10,2023-10
4788,9419,2023-10-29,2.0,208,semen br eco,2023-10,2023-10
4789,9420,2023-10-29,166.0,304,bata ringan tbl,2023-10,2023-10
4790,9421,2023-10-29,17.0,201,semen gresik,2023-10,2023-10
4791,9422,2023-10-29,166.0,304,bata ringan tbl,2023-10,2023-10
4792,9423,2023-10-29,1.0,104,colt pasir hitam,2023-10,2023-10
4793,9423,2023-10-29,5.0,201,semen gresik,2023-10,2023-10
4794,9424,2023-10-30,1.0,103,colt tensla,2023-10,2023-10
4795,9425,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4797,9425,2023-10-30,1.0,206,semen acian tr,2023-10,2023-10
4796,9425,2023-10-30,1.0,208,semen br eco,2023-10,2023-10
4798,9426,2023-10-30,150.0,303,bata putih,2023-10,2023-10
4799,9426,2023-10-30,10.0,201,semen gresik,2023-10,2023-10
4800,9427,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4801,9428,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4802,9428,2023-10-30,5.0,214,semen holsim,2023-10,2023-10
4803,9429,2023-10-30,166.0,304,bata ringan tbl,2023-10,2023-10
4805,9430,2023-10-30,100.0,303,bata putih,2023-10,2023-10
4804,9430,2023-10-30,35.0,306,umpak,2023-10,2023-10
4808,9431,2023-10-30,25.0,302,bata merah press mrh,2023-10,2023-10
4806,9431,2023-10-30,0.5,101,colt pasir,2023-10,2023-10
4807,9431,2023-10-30,3.0,214,semen holsim,2023-10,2023-10
4810,9432,2023-10-30,7.0,508,asbes 300 k,2023-10,2023-10
4809,9432,2023-10-30,10.0,201,semen gresik,2023-10,2023-10
4811,9433,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4813,9433,2023-10-30,1.0,206,semen acian tr,2023-10,2023-10
4812,9433,2023-10-30,1.0,201,semen gresik,2023-10,2023-10
4814,9434,2023-10-30,12.0,515,spandek 5m,2023-10,2023-10
4817,9435,2023-10-30,6.0,401,besi 6,2023-10,2023-10
4818,9435,2023-10-30,5.0,402,besi 8,2023-10,2023-10
4815,9435,2023-10-30,1.0,103,colt tensla,2023-10,2023-10
4816,9435,2023-10-30,10.0,201,semen gresik,2023-10,2023-10
4819,9436,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4820,9436,2023-10-30,2.0,214,semen holsim,2023-10,2023-10
4821,9437,2023-10-30,10.0,518,triplek 6mm,2023-10,2023-10
4824,9438,2023-10-30,20.0,301,bata merah,2023-10,2023-10
4822,9438,2023-10-30,0.5,101,colt pasir,2023-10,2023-10
4823,9438,2023-10-30,1.0,201,semen gresik,2023-10,2023-10
4825,9439,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4826,9439,2023-10-30,15.0,201,semen gresik,2023-10,2023-10
4827,9440,2023-10-30,1.0,103,colt tensla,2023-10,2023-10
4828,9441,2023-10-30,40.0,307,umpak gandeng,2023-10,2023-10
4829,9442,2023-10-30,21.0,307,umpak gandeng,2023-10,2023-10
4830,9442,2023-10-30,19.0,307,umpak gandeng,2023-10,2023-10
4831,9443,2023-10-30,1.0,103,colt tensla,2023-10,2023-10
4833,9443,2023-10-30,4.0,208,semen br eco,2023-10,2023-10
4832,9443,2023-10-30,5.0,214,semen holsim,2023-10,2023-10
4834,9444,2023-10-30,222.0,305,bata ringan tps,2023-10,2023-10
4835,9444,2023-10-30,2.0,208,semen br eco,2023-10,2023-10
4836,9444,2023-10-30,2.0,218,semen padang,2023-10,2023-10
4837,9445,2023-10-30,41.0,304,bata ringan tbl,2023-10,2023-10
4838,9445,2023-10-30,55.0,305,bata ringan tps,2023-10,2023-10
4839,9445,2023-10-30,1.0,208,semen br eco,2023-10,2023-10
4840,9446,2023-10-30,111.0,305,bata ringan tps,2023-10,2023-10
4843,9446,2023-10-30,3.0,204,semen acian blackbull,2023-10,2023-10
4841,9446,2023-10-30,1.0,208,semen br eco,2023-10,2023-10
4842,9446,2023-10-30,5.0,218,semen padang,2023-10,2023-10
4847,9447,2023-10-30,100.0,301,bata merah,2023-10,2023-10
4844,9447,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4846,9447,2023-10-30,5.0,208,semen br eco,2023-10,2023-10
4845,9447,2023-10-30,10.0,201,semen gresik,2023-10,2023-10
4848,9448,2023-10-30,166.0,304,bata ringan tbl,2023-10,2023-10
4849,9448,2023-10-30,2.0,208,semen br eco,2023-10,2023-10
4852,9449,2023-10-30,500.0,301,bata merah,2023-10,2023-10
4850,9449,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4851,9449,2023-10-30,3.0,201,semen gresik,2023-10,2023-10
4853,9450,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4854,9451,2023-10-30,1.0,101,colt pasir,2023-10,2023-10
4855,9451,2023-10-30,1.0,215,semen holsim masonry,2023-10,2023-10
4856,9452,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4857,9452,2023-10-31,3.0,218,semen padang,2023-10,2023-10
4859,9453,2023-10-31,20.0,401,besi 6,2023-10,2023-10
4858,9453,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4860,9454,2023-10-31,1.0,104,colt pasir hitam,2023-10,2023-10
4861,9454,2023-10-31,15.0,201,semen gresik,2023-10,2023-10
4862,9455,2023-10-31,1.0,102,colt sertu,2023-10,2023-10
4863,9456,2023-10-31,350.0,303,bata putih,2023-10,2023-10
4864,9456,2023-10-31,5.0,214,semen holsim,2023-10,2023-10
4865,9457,2023-10-31,1.0,102,colt sertu,2023-10,2023-10
4867,9458,2023-10-31,5.0,401,besi 6,2023-10,2023-10
4868,9458,2023-10-31,20.0,402,besi 8,2023-10,2023-10
4866,9458,2023-10-31,15.0,206,semen acian tr,2023-10,2023-10
4869,9459,2023-10-31,1.0,102,colt sertu,2023-10,2023-10
4870,9460,2023-10-31,166.0,304,bata ringan tbl,2023-10,2023-10
4871,9461,2023-10-31,0.5,101,colt pasir,2023-10,2023-10
4872,9461,2023-10-31,1.0,214,semen holsim,2023-10,2023-10
4874,9462,2023-10-31,150.0,303,bata putih,2023-10,2023-10
4873,9462,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4875,9463,2023-10-31,0.5,101,colt pasir,2023-10,2023-10
4876,9463,2023-10-31,1.0,218,semen padang,2023-10,2023-10
4879,9464,2023-10-31,111.0,305,bata ringan tps,2023-10,2023-10
4877,9464,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4878,9464,2023-10-31,2.0,201,semen gresik,2023-10,2023-10
4880,9465,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4881,9466,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4883,9466,2023-10-31,3.0,204,semen acian blackbull,2023-10,2023-10
4882,9466,2023-10-31,3.0,218,semen padang,2023-10,2023-10
4884,9467,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4885,9467,2023-10-31,4.0,201,semen gresik,2023-10,2023-10
4886,9468,2023-10-31,166.0,304,bata ringan tbl,2023-10,2023-10
4887,9469,2023-10-31,1.0,102,colt sertu,2023-10,2023-10
4888,9469,2023-10-31,4.0,514,kalsiboard,2023-10,2023-10
4889,9470,2023-10-31,83.0,304,bata ringan tbl,2023-10,2023-10
4890,9470,2023-10-31,7.0,218,semen padang,2023-10,2023-10
4891,9471,2023-10-31,166.0,304,bata ringan tbl,2023-10,2023-10
4892,9472,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4893,9472,2023-10-31,10.0,201,semen gresik,2023-10,2023-10
4894,9473,2023-10-31,0.5,101,colt pasir,2023-10,2023-10
4895,9473,2023-10-31,3.0,201,semen gresik,2023-10,2023-10
4896,9474,2023-10-31,1.0,103,colt tensla,2023-10,2023-10
4897,9475,2023-10-31,1.0,103,colt tensla,2023-10,2023-10
4901,9476,2023-10-31,8.0,208,semen br eco,2023-10,2023-10
4900,9476,2023-10-31,5.0,201,semen gresik,2023-10,2023-10
4898,9476,2023-10-31,3.0,603,sumur 80,2023-10,2023-10
4899,9476,2023-10-31,1.0,606,tutup sumur 80,2023-10,2023-10
4902,9477,2023-10-31,20.0,401,besi 6,2023-10,2023-10
4903,9477,2023-10-31,40.0,402,besi 8,2023-10,2023-10
4904,9478,2023-10-31,83.0,304,bata ringan tbl,2023-10,2023-10
4905,9478,2023-10-31,1.0,103,colt tensla,2023-10,2023-10
4907,9478,2023-10-31,2.0,208,semen br eco,2023-10,2023-10
4906,9478,2023-10-31,10.0,201,semen gresik,2023-10,2023-10
4908,9479,2023-10-31,3.0,603,sumur 80,2023-10,2023-10
4909,9479,2023-10-31,1.0,606,tutup sumur 80,2023-10,2023-10
4913,9480,2023-10-31,50.0,303,bata putih,2023-10,2023-10
4910,9480,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4911,9480,2023-10-31,3.0,420,pvc 3 D,2023-10,2023-10
4912,9480,2023-10-31,9.0,201,semen gresik,2023-10,2023-10
4914,9481,2023-10-31,1.0,101,colt pasir,2023-10,2023-10
4917,9482,2023-11-01,100.0,301,bata merah,2023-11,2023-11
4915,9482,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4918,9482,2023-11-01,1.0,703,pintu pvc,2023-11,2023-11
4916,9482,2023-11-01,5.0,201,semen gresik,2023-11,2023-11
4919,9483,2023-11-01,1.0,104,colt pasir hitam,2023-11,2023-11
4920,9483,2023-11-01,2.0,201,semen gresik,2023-11,2023-11
4922,9484,2023-11-01,100.0,303,bata putih,2023-11,2023-11
4921,9484,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4923,9485,2023-11-01,166.0,304,bata ringan tbl,2023-11,2023-11
4924,9486,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4925,9486,2023-11-01,10.0,201,semen gresik,2023-11,2023-11
4927,9487,2023-11-01,100.0,303,bata putih,2023-11,2023-11
4926,9487,2023-11-01,0.5,103,colt tensla,2023-11,2023-11
4928,9488,2023-11-01,20.0,201,semen gresik,2023-11,2023-11
4930,9489,2023-11-01,21.0,402,besi 8,2023-11,2023-11
4929,9489,2023-11-01,30.0,214,semen holsim,2023-11,2023-11
4931,9490,2023-11-01,40.0,307,umpak gandeng,2023-11,2023-11
4934,9491,2023-11-01,29.0,402,besi 8,2023-11,2023-11
4932,9491,2023-11-01,1.0,103,colt tensla,2023-11,2023-11
4933,9491,2023-11-01,10.0,426,papan cor,2023-11,2023-11
4935,9492,2023-11-01,1.0,104,colt pasir hitam,2023-11,2023-11
4936,9492,2023-11-01,10.0,201,semen gresik,2023-11,2023-11
4937,9493,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4938,9494,2023-11-01,1.0,103,colt tensla,2023-11,2023-11
4939,9495,2023-11-01,166.0,304,bata ringan tbl,2023-11,2023-11
4940,9495,2023-11-01,2.0,208,semen br eco,2023-11,2023-11
4941,9496,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4942,9497,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4943,9497,2023-11-01,5.0,201,semen gresik,2023-11,2023-11
4944,9498,2023-11-01,161.0,303,bata putih,2023-11,2023-11
4945,9498,2023-11-01,2.0,411,kayu 5x7,2023-11,2023-11
4946,9498,2023-11-01,1.0,210,semen br mu,2023-11,2023-11
4947,9498,2023-11-01,5.0,215,semen holsim masonry,2023-11,2023-11
4948,9499,2023-11-01,1.0,103,colt tensla,2023-11,2023-11
4950,9500,2023-11-01,6.0,403,besi 10,2023-11,2023-11
4949,9500,2023-11-01,20.0,214,semen holsim,2023-11,2023-11
4951,9501,2023-11-01,83.0,304,bata ringan tbl,2023-11,2023-11
4952,9501,2023-11-01,3.0,417,pvc 2 1/2 D,2023-11,2023-11
4953,9501,2023-11-01,10.0,201,semen gresik,2023-11,2023-11
4954,9502,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4956,9502,2023-11-01,3.0,208,semen br eco,2023-11,2023-11
4955,9502,2023-11-01,3.0,218,semen padang,2023-11,2023-11
4957,9503,2023-11-01,40.0,201,semen gresik,2023-11,2023-11
4958,9504,2023-11-01,0.5,101,colt pasir,2023-11,2023-11
4960,9504,2023-11-01,0.5,101,colt pasir,2023-11,2023-11
4959,9504,2023-11-01,1.0,201,semen gresik,2023-11,2023-11
4961,9504,2023-11-01,1.0,218,semen padang,2023-11,2023-11
4962,9505,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4963,9505,2023-11-01,4.0,201,semen gresik,2023-11,2023-11
4964,9506,2023-11-01,1.0,102,colt sertu,2023-11,2023-11
4965,9507,2023-11-01,500.0,302,bata merah press mrh,2023-11,2023-11
4966,9508,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4967,9509,2023-11-01,5.0,603,sumur 80,2023-11,2023-11
4968,9509,2023-11-01,2.0,606,tutup sumur 80,2023-11,2023-11
4969,9510,2023-11-01,83.0,304,bata ringan tbl,2023-11,2023-11
4970,9510,2023-11-01,4.0,208,semen br eco,2023-11,2023-11
4974,9511,2023-11-01,65.0,303,bata putih,2023-11,2023-11
4971,9511,2023-11-01,0.5,101,colt pasir,2023-11,2023-11
4975,9511,2023-11-01,0.5,101,colt pasir,2023-11,2023-11
4972,9511,2023-11-01,0.25,103,colt tensla,2023-11,2023-11
4973,9511,2023-11-01,2.0,201,semen gresik,2023-11,2023-11
4976,9511,2023-11-01,2.0,201,semen gresik,2023-11,2023-11
4978,9512,2023-11-01,100.0,303,bata putih,2023-11,2023-11
4977,9512,2023-11-01,1.0,101,colt pasir,2023-11,2023-11
4979,9513,2023-11-01,1.0,103,colt tensla,2023-11,2023-11
4980,9513,2023-11-01,2.0,409,kayu 3x5,2023-11,2023-11
4981,9514,2023-11-02,1.0,101,colt pasir,2023-11,2023-11
